,Description,Dates,Quantity
2959,LUNCH BAG RED RETROSPOT,2011-11-07,130.0
2960,LUNCH BAG RED RETROSPOT,2011-11-08,61.0
2961,LUNCH BAG RED RETROSPOT,2011-11-09,161.0
2962,LUNCH BAG RED RETROSPOT,2011-11-10,93.0
2963,LUNCH BAG RED RETROSPOT,2011-11-11,58.0
2964,LUNCH BAG RED RETROSPOT,2011-11-12,0.0
2965,LUNCH BAG RED RETROSPOT,2011-11-13,23.0
2966,LUNCH BAG RED RETROSPOT,2011-11-14,135.0
2967,LUNCH BAG RED RETROSPOT,2011-11-15,132.0
2968,LUNCH BAG RED RETROSPOT,2011-11-16,36.0
2969,LUNCH BAG RED RETROSPOT,2011-11-17,41.0
2970,LUNCH BAG RED RETROSPOT,2011-11-18,66.0
2971,LUNCH BAG RED RETROSPOT,2011-11-19,0.0
2972,LUNCH BAG RED RETROSPOT,2011-11-20,39.0
2973,LUNCH BAG RED RETROSPOT,2011-11-21,37.0
2974,LUNCH BAG RED RETROSPOT,2011-11-22,37.0
2975,LUNCH BAG RED RETROSPOT,2011-11-23,37.0
2976,LUNCH BAG RED RETROSPOT,2011-11-24,44.0
2977,LUNCH BAG RED RETROSPOT,2011-11-25,83.0
2978,LUNCH BAG RED RETROSPOT,2011-11-26,0.0
2979,LUNCH BAG RED RETROSPOT,2011-11-27,18.0
2980,LUNCH BAG RED RETROSPOT,2011-11-28,58.0
2981,LUNCH BAG RED RETROSPOT,2011-11-29,49.0
2982,LUNCH BAG RED RETROSPOT,2011-11-30,81.0
2983,LUNCH BAG RED RETROSPOT,2011-12-01,51.0
2984,LUNCH BAG RED RETROSPOT,2011-12-02,72.0
2985,LUNCH BAG RED RETROSPOT,2011-12-03,0.0
2986,LUNCH BAG RED RETROSPOT,2011-12-04,10.0
2987,LUNCH BAG RED RETROSPOT,2011-12-05,50.0
2988,LUNCH BAG RED RETROSPOT,2011-12-06,55.0
2989,LUNCH BAG RED RETROSPOT,2011-12-07,35.0
2990,LUNCH BAG RED RETROSPOT,2011-12-08,52.0
2991,LUNCH BAG RED RETROSPOT,2011-12-09,42.0
2992,NATURAL SLATE HEART CHALKBOARD ,2010-12-01,38.0
2993,NATURAL SLATE HEART CHALKBOARD ,2010-12-02,28.0
2994,NATURAL SLATE HEART CHALKBOARD ,2010-12-03,28.0
2995,NATURAL SLATE HEART CHALKBOARD ,2010-12-04,0.0
2996,NATURAL SLATE HEART CHALKBOARD ,2010-12-05,25.0
2997,NATURAL SLATE HEART CHALKBOARD ,2010-12-06,43.0
2998,NATURAL SLATE HEART CHALKBOARD ,2010-12-07,61.0
2999,NATURAL SLATE HEART CHALKBOARD ,2010-12-08,46.0
3000,NATURAL SLATE HEART CHALKBOARD ,2010-12-09,39.0
3001,NATURAL SLATE HEART CHALKBOARD ,2010-12-10,35.0
3002,NATURAL SLATE HEART CHALKBOARD ,2010-12-11,0.0
3003,NATURAL SLATE HEART CHALKBOARD ,2010-12-12,13.0
3004,NATURAL SLATE HEART CHALKBOARD ,2010-12-13,55.0
3005,NATURAL SLATE HEART CHALKBOARD ,2010-12-14,11.0
3006,NATURAL SLATE HEART CHALKBOARD ,2010-12-15,66.0
3007,NATURAL SLATE HEART CHALKBOARD ,2010-12-16,36.0
3008,NATURAL SLATE HEART CHALKBOARD ,2010-12-17,16.0
3009,NATURAL SLATE HEART CHALKBOARD ,2010-12-18,0.0
3010,NATURAL SLATE HEART CHALKBOARD ,2010-12-19,0.0
3011,NATURAL SLATE HEART CHALKBOARD ,2010-12-20,26.0
3012,NATURAL SLATE HEART CHALKBOARD ,2010-12-21,25.0
3013,NATURAL SLATE HEART CHALKBOARD ,2010-12-22,12.0
3014,NATURAL SLATE HEART CHALKBOARD ,2010-12-23,4.0
3015,NATURAL SLATE HEART CHALKBOARD ,2010-12-24,0.0
3016,NATURAL SLATE HEART CHALKBOARD ,2010-12-25,0.0
3017,NATURAL SLATE HEART CHALKBOARD ,2010-12-26,0.0
3018,NATURAL SLATE HEART CHALKBOARD ,2010-12-27,0.0
3019,NATURAL SLATE HEART CHALKBOARD ,2010-12-28,0.0
3020,NATURAL SLATE HEART CHALKBOARD ,2010-12-29,0.0
3021,NATURAL SLATE HEART CHALKBOARD ,2010-12-30,0.0
3022,NATURAL SLATE HEART CHALKBOARD ,2010-12-31,0.0
3023,NATURAL SLATE HEART CHALKBOARD ,2011-01-01,0.0
3024,NATURAL SLATE HEART CHALKBOARD ,2011-01-02,0.0
3025,NATURAL SLATE HEART CHALKBOARD ,2011-01-03,0.0
3026,NATURAL SLATE HEART CHALKBOARD ,2011-01-04,73.0
3027,NATURAL SLATE HEART CHALKBOARD ,2011-01-05,33.0
3028,NATURAL SLATE HEART CHALKBOARD ,2011-01-06,124.0
3029,NATURAL SLATE HEART CHALKBOARD ,2011-01-07,12.0
3030,NATURAL SLATE HEART CHALKBOARD ,2011-01-08,0.0
3031,NATURAL SLATE HEART CHALKBOARD ,2011-01-09,9.0
3032,NATURAL SLATE HEART CHALKBOARD ,2011-01-10,15.0
3033,NATURAL SLATE HEART CHALKBOARD ,2011-01-11,57.0
3034,NATURAL SLATE HEART CHALKBOARD ,2011-01-12,69.0
3035,NATURAL SLATE HEART CHALKBOARD ,2011-01-13,17.0
3036,NATURAL SLATE HEART CHALKBOARD ,2011-01-14,40.0
3037,NATURAL SLATE HEART CHALKBOARD ,2011-01-15,0.0
3038,NATURAL SLATE HEART CHALKBOARD ,2011-01-16,10.0
3039,NATURAL SLATE HEART CHALKBOARD ,2011-01-17,26.0
3040,NATURAL SLATE HEART CHALKBOARD ,2011-01-18,24.0
3041,NATURAL SLATE HEART CHALKBOARD ,2011-01-19,11.0
3042,NATURAL SLATE HEART CHALKBOARD ,2011-01-20,23.0
3043,NATURAL SLATE HEART CHALKBOARD ,2011-01-21,14.0
3044,NATURAL SLATE HEART CHALKBOARD ,2011-01-22,0.0
3045,NATURAL SLATE HEART CHALKBOARD ,2011-01-23,4.0
3046,NATURAL SLATE HEART CHALKBOARD ,2011-01-24,33.0
3047,NATURAL SLATE HEART CHALKBOARD ,2011-01-25,68.0
3048,NATURAL SLATE HEART CHALKBOARD ,2011-01-26,15.0
3049,NATURAL SLATE HEART CHALKBOARD ,2011-01-27,38.0
3050,NATURAL SLATE HEART CHALKBOARD ,2011-01-28,52.0
3051,NATURAL SLATE HEART CHALKBOARD ,2011-01-29,0.0
3052,NATURAL SLATE HEART CHALKBOARD ,2011-01-30,18.0
3053,NATURAL SLATE HEART CHALKBOARD ,2011-01-31,10.0
3054,NATURAL SLATE HEART CHALKBOARD ,2011-02-01,49.0
3055,NATURAL SLATE HEART CHALKBOARD ,2011-02-02,56.0
3056,NATURAL SLATE HEART CHALKBOARD ,2011-02-03,31.0
3057,NATURAL SLATE HEART CHALKBOARD ,2011-02-04,1.0
3058,NATURAL SLATE HEART CHALKBOARD ,2011-02-05,0.0
3059,NATURAL SLATE HEART CHALKBOARD ,2011-02-06,2.0
3060,NATURAL SLATE HEART CHALKBOARD ,2011-02-07,21.0
3061,NATURAL SLATE HEART CHALKBOARD ,2011-02-08,39.0
3062,NATURAL SLATE HEART CHALKBOARD ,2011-02-09,9.0
3063,NATURAL SLATE HEART CHALKBOARD ,2011-02-10,6.0
3064,NATURAL SLATE HEART CHALKBOARD ,2011-02-11,9.0
3065,NATURAL SLATE HEART CHALKBOARD ,2011-02-12,0.0
3066,NATURAL SLATE HEART CHALKBOARD ,2011-02-13,8.0
3067,NATURAL SLATE HEART CHALKBOARD ,2011-02-14,12.0
3068,NATURAL SLATE HEART CHALKBOARD ,2011-02-15,11.0
3069,NATURAL SLATE HEART CHALKBOARD ,2011-02-16,74.0
3070,NATURAL SLATE HEART CHALKBOARD ,2011-02-17,11.0
3071,NATURAL SLATE HEART CHALKBOARD ,2011-02-18,5.0
3072,NATURAL SLATE HEART CHALKBOARD ,2011-02-19,0.0
3073,NATURAL SLATE HEART CHALKBOARD ,2011-02-20,4.0
3074,NATURAL SLATE HEART CHALKBOARD ,2011-02-21,11.0
3075,NATURAL SLATE HEART CHALKBOARD ,2011-02-22,13.0
3076,NATURAL SLATE HEART CHALKBOARD ,2011-02-23,29.0
3077,NATURAL SLATE HEART CHALKBOARD ,2011-02-24,16.0
3078,NATURAL SLATE HEART CHALKBOARD ,2011-02-25,42.0
3079,NATURAL SLATE HEART CHALKBOARD ,2011-02-26,0.0
3080,NATURAL SLATE HEART CHALKBOARD ,2011-02-27,15.0
3081,NATURAL SLATE HEART CHALKBOARD ,2011-02-28,26.0
3082,NATURAL SLATE HEART CHALKBOARD ,2011-03-01,20.0
3083,NATURAL SLATE HEART CHALKBOARD ,2011-03-02,18.0
3084,NATURAL SLATE HEART CHALKBOARD ,2011-03-03,1.0
3085,NATURAL SLATE HEART CHALKBOARD ,2011-03-04,23.0
3086,NATURAL SLATE HEART CHALKBOARD ,2011-03-05,0.0
3087,NATURAL SLATE HEART CHALKBOARD ,2011-03-06,4.0
3088,NATURAL SLATE HEART CHALKBOARD ,2011-03-07,33.0
3089,NATURAL SLATE HEART CHALKBOARD ,2011-03-08,18.0
3090,NATURAL SLATE HEART CHALKBOARD ,2011-03-09,0.0
3091,NATURAL SLATE HEART CHALKBOARD ,2011-03-10,80.0
3092,NATURAL SLATE HEART CHALKBOARD ,2011-03-11,61.0
3093,NATURAL SLATE HEART CHALKBOARD ,2011-03-12,0.0
3094,NATURAL SLATE HEART CHALKBOARD ,2011-03-13,4.0
3095,NATURAL SLATE HEART CHALKBOARD ,2011-03-14,57.0
3096,NATURAL SLATE HEART CHALKBOARD ,2011-03-15,25.0
3097,NATURAL SLATE HEART CHALKBOARD ,2011-03-16,24.0
3098,NATURAL SLATE HEART CHALKBOARD ,2011-03-17,5.0
3099,NATURAL SLATE HEART CHALKBOARD ,2011-03-18,20.0
3100,NATURAL SLATE HEART CHALKBOARD ,2011-03-19,0.0
3101,NATURAL SLATE HEART CHALKBOARD ,2011-03-20,36.0
3102,NATURAL SLATE HEART CHALKBOARD ,2011-03-21,75.0
3103,NATURAL SLATE HEART CHALKBOARD ,2011-03-22,33.0
3104,NATURAL SLATE HEART CHALKBOARD ,2011-03-23,135.0
3105,NATURAL SLATE HEART CHALKBOARD ,2011-03-24,13.0
3106,NATURAL SLATE HEART CHALKBOARD ,2011-03-25,13.0
3107,NATURAL SLATE HEART CHALKBOARD ,2011-03-26,0.0
3108,NATURAL SLATE HEART CHALKBOARD ,2011-03-27,3.0
3109,NATURAL SLATE HEART CHALKBOARD ,2011-03-28,23.0
3110,NATURAL SLATE HEART CHALKBOARD ,2011-03-29,73.0
3111,NATURAL SLATE HEART CHALKBOARD ,2011-03-30,20.0
3112,NATURAL SLATE HEART CHALKBOARD ,2011-03-31,32.0
3113,NATURAL SLATE HEART CHALKBOARD ,2011-04-01,31.0
3114,NATURAL SLATE HEART CHALKBOARD ,2011-04-02,0.0
3115,NATURAL SLATE HEART CHALKBOARD ,2011-04-03,10.0
3116,NATURAL SLATE HEART CHALKBOARD ,2011-04-04,6.0
3117,NATURAL SLATE HEART CHALKBOARD ,2011-04-05,14.0
3118,NATURAL SLATE HEART CHALKBOARD ,2011-04-06,53.0
3119,NATURAL SLATE HEART CHALKBOARD ,2011-04-07,10.0
3120,NATURAL SLATE HEART CHALKBOARD ,2011-04-08,37.0
3121,NATURAL SLATE HEART CHALKBOARD ,2011-04-09,0.0
3122,NATURAL SLATE HEART CHALKBOARD ,2011-04-10,5.0
3123,NATURAL SLATE HEART CHALKBOARD ,2011-04-11,66.0
3124,NATURAL SLATE HEART CHALKBOARD ,2011-04-12,103.0
3125,NATURAL SLATE HEART CHALKBOARD ,2011-04-13,0.0
3126,NATURAL SLATE HEART CHALKBOARD ,2011-04-14,31.0
3127,NATURAL SLATE HEART CHALKBOARD ,2011-04-15,24.0
3128,NATURAL SLATE HEART CHALKBOARD ,2011-04-16,0.0
3129,NATURAL SLATE HEART CHALKBOARD ,2011-04-17,42.0
3130,NATURAL SLATE HEART CHALKBOARD ,2011-04-18,44.0
3131,NATURAL SLATE HEART CHALKBOARD ,2011-04-19,15.0
3132,NATURAL SLATE HEART CHALKBOARD ,2011-04-20,42.0
3133,NATURAL SLATE HEART CHALKBOARD ,2011-04-21,26.0
3134,NATURAL SLATE HEART CHALKBOARD ,2011-04-22,0.0
3135,NATURAL SLATE HEART CHALKBOARD ,2011-04-23,0.0
3136,NATURAL SLATE HEART CHALKBOARD ,2011-04-24,0.0
3137,NATURAL SLATE HEART CHALKBOARD ,2011-04-25,0.0
3138,NATURAL SLATE HEART CHALKBOARD ,2011-04-26,61.0
3139,NATURAL SLATE HEART CHALKBOARD ,2011-04-27,17.0
3140,NATURAL SLATE HEART CHALKBOARD ,2011-04-28,27.0
3141,NATURAL SLATE HEART CHALKBOARD ,2011-04-29,0.0
3142,NATURAL SLATE HEART CHALKBOARD ,2011-04-30,0.0
3143,NATURAL SLATE HEART CHALKBOARD ,2011-05-01,12.0
3144,NATURAL SLATE HEART CHALKBOARD ,2011-05-02,0.0
3145,NATURAL SLATE HEART CHALKBOARD ,2011-05-03,25.0
3146,NATURAL SLATE HEART CHALKBOARD ,2011-05-04,13.0
3147,NATURAL SLATE HEART CHALKBOARD ,2011-05-05,2.0
3148,NATURAL SLATE HEART CHALKBOARD ,2011-05-06,31.0
3149,NATURAL SLATE HEART CHALKBOARD ,2011-05-07,0.0
3150,NATURAL SLATE HEART CHALKBOARD ,2011-05-08,19.0
3151,NATURAL SLATE HEART CHALKBOARD ,2011-05-09,1.0
3152,NATURAL SLATE HEART CHALKBOARD ,2011-05-10,23.0
3153,NATURAL SLATE HEART CHALKBOARD ,2011-05-11,13.0
3154,NATURAL SLATE HEART CHALKBOARD ,2011-05-12,26.0
3155,NATURAL SLATE HEART CHALKBOARD ,2011-05-13,20.0
3156,NATURAL SLATE HEART CHALKBOARD ,2011-05-14,0.0
3157,NATURAL SLATE HEART CHALKBOARD ,2011-05-15,12.0
3158,NATURAL SLATE HEART CHALKBOARD ,2011-05-16,32.0
3159,NATURAL SLATE HEART CHALKBOARD ,2011-05-17,27.0
3160,NATURAL SLATE HEART CHALKBOARD ,2011-05-18,81.0
3161,NATURAL SLATE HEART CHALKBOARD ,2011-05-19,31.0
3162,NATURAL SLATE HEART CHALKBOARD ,2011-05-20,19.0
3163,NATURAL SLATE HEART CHALKBOARD ,2011-05-21,0.0
3164,NATURAL SLATE HEART CHALKBOARD ,2011-05-22,54.0
3165,NATURAL SLATE HEART CHALKBOARD ,2011-05-23,18.0
3166,NATURAL SLATE HEART CHALKBOARD ,2011-05-24,17.0
3167,NATURAL SLATE HEART CHALKBOARD ,2011-05-25,2.0
3168,NATURAL SLATE HEART CHALKBOARD ,2011-05-26,24.0
3169,NATURAL SLATE HEART CHALKBOARD ,2011-05-27,18.0
3170,NATURAL SLATE HEART CHALKBOARD ,2011-05-28,0.0
3171,NATURAL SLATE HEART CHALKBOARD ,2011-05-29,5.0
3172,NATURAL SLATE HEART CHALKBOARD ,2011-05-30,0.0
3173,NATURAL SLATE HEART CHALKBOARD ,2011-05-31,11.0
3174,NATURAL SLATE HEART CHALKBOARD ,2011-06-01,17.0
3175,NATURAL SLATE HEART CHALKBOARD ,2011-06-02,6.0
3176,NATURAL SLATE HEART CHALKBOARD ,2011-06-03,60.0
3177,NATURAL SLATE HEART CHALKBOARD ,2011-06-04,0.0
3178,NATURAL SLATE HEART CHALKBOARD ,2011-06-05,87.0
3179,NATURAL SLATE HEART CHALKBOARD ,2011-06-06,27.0
3180,NATURAL SLATE HEART CHALKBOARD ,2011-06-07,10.0
3181,NATURAL SLATE HEART CHALKBOARD ,2011-06-08,27.0
3182,NATURAL SLATE HEART CHALKBOARD ,2011-06-09,24.0
3183,NATURAL SLATE HEART CHALKBOARD ,2011-06-10,8.0
3184,NATURAL SLATE HEART CHALKBOARD ,2011-06-11,0.0
3185,NATURAL SLATE HEART CHALKBOARD ,2011-06-12,12.0
3186,NATURAL SLATE HEART CHALKBOARD ,2011-06-13,6.0
3187,NATURAL SLATE HEART CHALKBOARD ,2011-06-14,41.0
3188,NATURAL SLATE HEART CHALKBOARD ,2011-06-15,14.0
3189,NATURAL SLATE HEART CHALKBOARD ,2011-06-16,6.0
3190,NATURAL SLATE HEART CHALKBOARD ,2011-06-17,3.0
3191,NATURAL SLATE HEART CHALKBOARD ,2011-06-18,0.0
3192,NATURAL SLATE HEART CHALKBOARD ,2011-06-19,15.0
3193,NATURAL SLATE HEART CHALKBOARD ,2011-06-20,6.0
3194,NATURAL SLATE HEART CHALKBOARD ,2011-06-21,7.0
3195,NATURAL SLATE HEART CHALKBOARD ,2011-06-22,15.0
3196,NATURAL SLATE HEART CHALKBOARD ,2011-06-23,24.0
3197,NATURAL SLATE HEART CHALKBOARD ,2011-06-24,12.0
3198,NATURAL SLATE HEART CHALKBOARD ,2011-06-25,0.0
3199,NATURAL SLATE HEART CHALKBOARD ,2011-06-26,8.0
3200,NATURAL SLATE HEART CHALKBOARD ,2011-06-27,15.0
3201,NATURAL SLATE HEART CHALKBOARD ,2011-06-28,6.0
3202,NATURAL SLATE HEART CHALKBOARD ,2011-06-29,14.0
3203,NATURAL SLATE HEART CHALKBOARD ,2011-06-30,15.0
3204,NATURAL SLATE HEART CHALKBOARD ,2011-07-01,0.0
3205,NATURAL SLATE HEART CHALKBOARD ,2011-07-02,0.0
3206,NATURAL SLATE HEART CHALKBOARD ,2011-07-03,4.0
3207,NATURAL SLATE HEART CHALKBOARD ,2011-07-04,11.0
3208,NATURAL SLATE HEART CHALKBOARD ,2011-07-05,14.0
3209,NATURAL SLATE HEART CHALKBOARD ,2011-07-06,41.0
3210,NATURAL SLATE HEART CHALKBOARD ,2011-07-07,8.0
3211,NATURAL SLATE HEART CHALKBOARD ,2011-07-08,36.0
3212,NATURAL SLATE HEART CHALKBOARD ,2011-07-09,0.0
3213,NATURAL SLATE HEART CHALKBOARD ,2011-07-10,4.0
3214,NATURAL SLATE HEART CHALKBOARD ,2011-07-11,5.0
3215,NATURAL SLATE HEART CHALKBOARD ,2011-07-12,93.0
3216,NATURAL SLATE HEART CHALKBOARD ,2011-07-13,9.0
3217,NATURAL SLATE HEART CHALKBOARD ,2011-07-14,3.0
3218,NATURAL SLATE HEART CHALKBOARD ,2011-07-15,20.0
3219,NATURAL SLATE HEART CHALKBOARD ,2011-07-16,0.0
3220,NATURAL SLATE HEART CHALKBOARD ,2011-07-17,14.0
3221,NATURAL SLATE HEART CHALKBOARD ,2011-07-18,18.0
3222,NATURAL SLATE HEART CHALKBOARD ,2011-07-19,14.0
3223,NATURAL SLATE HEART CHALKBOARD ,2011-07-20,64.0
3224,NATURAL SLATE HEART CHALKBOARD ,2011-07-21,132.0
3225,NATURAL SLATE HEART CHALKBOARD ,2011-07-22,7.0
3226,NATURAL SLATE HEART CHALKBOARD ,2011-07-23,0.0
3227,NATURAL SLATE HEART CHALKBOARD ,2011-07-24,11.0
3228,NATURAL SLATE HEART CHALKBOARD ,2011-07-25,35.0
3229,NATURAL SLATE HEART CHALKBOARD ,2011-07-26,65.0
3230,NATURAL SLATE HEART CHALKBOARD ,2011-07-27,8.0
3231,NATURAL SLATE HEART CHALKBOARD ,2011-07-28,104.0
3232,NATURAL SLATE HEART CHALKBOARD ,2011-07-29,25.0
3233,NATURAL SLATE HEART CHALKBOARD ,2011-07-30,0.0
3234,NATURAL SLATE HEART CHALKBOARD ,2011-07-31,4.0
3235,NATURAL SLATE HEART CHALKBOARD ,2011-08-01,11.0
3236,NATURAL SLATE HEART CHALKBOARD ,2011-08-02,13.0
3237,NATURAL SLATE HEART CHALKBOARD ,2011-08-03,2.0
3238,NATURAL SLATE HEART CHALKBOARD ,2011-08-04,27.0
3239,NATURAL SLATE HEART CHALKBOARD ,2011-08-05,35.0
3240,NATURAL SLATE HEART CHALKBOARD ,2011-08-06,0.0
3241,NATURAL SLATE HEART CHALKBOARD ,2011-08-07,18.0
3242,NATURAL SLATE HEART CHALKBOARD ,2011-08-08,14.0
3243,NATURAL SLATE HEART CHALKBOARD ,2011-08-09,68.0
3244,NATURAL SLATE HEART CHALKBOARD ,2011-08-10,25.0
3245,NATURAL SLATE HEART CHALKBOARD ,2011-08-11,17.0
3246,NATURAL SLATE HEART CHALKBOARD ,2011-08-12,2.0
3247,NATURAL SLATE HEART CHALKBOARD ,2011-08-13,0.0
3248,NATURAL SLATE HEART CHALKBOARD ,2011-08-14,14.0
3249,NATURAL SLATE HEART CHALKBOARD ,2011-08-15,30.0
3250,NATURAL SLATE HEART CHALKBOARD ,2011-08-16,18.0
3251,NATURAL SLATE HEART CHALKBOARD ,2011-08-17,24.0
3252,NATURAL SLATE HEART CHALKBOARD ,2011-08-18,38.0
3253,NATURAL SLATE HEART CHALKBOARD ,2011-08-19,6.0
3254,NATURAL SLATE HEART CHALKBOARD ,2011-08-20,0.0
3255,NATURAL SLATE HEART CHALKBOARD ,2011-08-21,6.0
3256,NATURAL SLATE HEART CHALKBOARD ,2011-08-22,30.0
3257,NATURAL SLATE HEART CHALKBOARD ,2011-08-23,12.0
3258,NATURAL SLATE HEART CHALKBOARD ,2011-08-24,0.0
3259,NATURAL SLATE HEART CHALKBOARD ,2011-08-25,62.0
3260,NATURAL SLATE HEART CHALKBOARD ,2011-08-26,24.0
3261,NATURAL SLATE HEART CHALKBOARD ,2011-08-27,0.0
3262,NATURAL SLATE HEART CHALKBOARD ,2011-08-28,0.0
3263,NATURAL SLATE HEART CHALKBOARD ,2011-08-29,0.0
3264,NATURAL SLATE HEART CHALKBOARD ,2011-08-30,27.0
3265,NATURAL SLATE HEART CHALKBOARD ,2011-08-31,6.0
3266,NATURAL SLATE HEART CHALKBOARD ,2011-09-01,68.0
3267,NATURAL SLATE HEART CHALKBOARD ,2011-09-02,47.0
3268,NATURAL SLATE HEART CHALKBOARD ,2011-09-03,0.0
3269,NATURAL SLATE HEART CHALKBOARD ,2011-09-04,0.0
3270,NATURAL SLATE HEART CHALKBOARD ,2011-09-05,19.0
3271,NATURAL SLATE HEART CHALKBOARD ,2011-09-06,24.0
3272,NATURAL SLATE HEART CHALKBOARD ,2011-09-07,22.0
3273,NATURAL SLATE HEART CHALKBOARD ,2011-09-08,68.0
3274,NATURAL SLATE HEART CHALKBOARD ,2011-09-09,3.0
3275,NATURAL SLATE HEART CHALKBOARD ,2011-09-10,0.0
3276,NATURAL SLATE HEART CHALKBOARD ,2011-09-11,32.0
3277,NATURAL SLATE HEART CHALKBOARD ,2011-09-12,6.0
3278,NATURAL SLATE HEART CHALKBOARD ,2011-09-13,38.0
3279,NATURAL SLATE HEART CHALKBOARD ,2011-09-14,12.0
3280,NATURAL SLATE HEART CHALKBOARD ,2011-09-15,8.0
3281,NATURAL SLATE HEART CHALKBOARD ,2011-09-16,25.0
3282,NATURAL SLATE HEART CHALKBOARD ,2011-09-17,0.0
3283,NATURAL SLATE HEART CHALKBOARD ,2011-09-18,5.0
3284,NATURAL SLATE HEART CHALKBOARD ,2011-09-19,6.0
3285,NATURAL SLATE HEART CHALKBOARD ,2011-09-20,86.0
3286,NATURAL SLATE HEART CHALKBOARD ,2011-09-21,17.0
3287,NATURAL SLATE HEART CHALKBOARD ,2011-09-22,19.0
3288,NATURAL SLATE HEART CHALKBOARD ,2011-09-23,7.0
3289,NATURAL SLATE HEART CHALKBOARD ,2011-09-24,0.0
3290,NATURAL SLATE HEART CHALKBOARD ,2011-09-25,25.0
3291,NATURAL SLATE HEART CHALKBOARD ,2011-09-26,23.0
3292,NATURAL SLATE HEART CHALKBOARD ,2011-09-27,21.0
3293,NATURAL SLATE HEART CHALKBOARD ,2011-09-28,46.0
3294,NATURAL SLATE HEART CHALKBOARD ,2011-09-29,39.0
3295,NATURAL SLATE HEART CHALKBOARD ,2011-09-30,4.0
3296,NATURAL SLATE HEART CHALKBOARD ,2011-10-01,0.0
3297,NATURAL SLATE HEART CHALKBOARD ,2011-10-02,2.0
3298,NATURAL SLATE HEART CHALKBOARD ,2011-10-03,19.0
3299,NATURAL SLATE HEART CHALKBOARD ,2011-10-04,62.0
3300,NATURAL SLATE HEART CHALKBOARD ,2011-10-05,38.0
3301,NATURAL SLATE HEART CHALKBOARD ,2011-10-06,52.0
3302,NATURAL SLATE HEART CHALKBOARD ,2011-10-07,32.0
3303,NATURAL SLATE HEART CHALKBOARD ,2011-10-08,0.0
3304,NATURAL SLATE HEART CHALKBOARD ,2011-10-09,0.0
3305,NATURAL SLATE HEART CHALKBOARD ,2011-10-10,18.0
3306,NATURAL SLATE HEART CHALKBOARD ,2011-10-11,14.0
3307,NATURAL SLATE HEART CHALKBOARD ,2011-10-12,58.0
3308,NATURAL SLATE HEART CHALKBOARD ,2011-10-13,29.0
3309,NATURAL SLATE HEART CHALKBOARD ,2011-10-14,17.0
3310,NATURAL SLATE HEART CHALKBOARD ,2011-10-15,0.0
3311,NATURAL SLATE HEART CHALKBOARD ,2011-10-16,36.0
3312,NATURAL SLATE HEART CHALKBOARD ,2011-10-17,29.0
3313,NATURAL SLATE HEART CHALKBOARD ,2011-10-18,26.0
3314,NATURAL SLATE HEART CHALKBOARD ,2011-10-19,79.0
3315,NATURAL SLATE HEART CHALKBOARD ,2011-10-20,18.0
3316,NATURAL SLATE HEART CHALKBOARD ,2011-10-21,14.0
3317,NATURAL SLATE HEART CHALKBOARD ,2011-10-22,0.0
3318,NATURAL SLATE HEART CHALKBOARD ,2011-10-23,8.0
3319,NATURAL SLATE HEART CHALKBOARD ,2011-10-24,16.0
3320,NATURAL SLATE HEART CHALKBOARD ,2011-10-25,0.0
3321,NATURAL SLATE HEART CHALKBOARD ,2011-10-26,18.0
3322,NATURAL SLATE HEART CHALKBOARD ,2011-10-27,22.0
3323,NATURAL SLATE HEART CHALKBOARD ,2011-10-28,66.0
3324,NATURAL SLATE HEART CHALKBOARD ,2011-10-29,0.0
3325,NATURAL SLATE HEART CHALKBOARD ,2011-10-30,11.0
3326,NATURAL SLATE HEART CHALKBOARD ,2011-10-31,29.0
3327,NATURAL SLATE HEART CHALKBOARD ,2011-11-01,12.0
3328,NATURAL SLATE HEART CHALKBOARD ,2011-11-02,8.0
3329,NATURAL SLATE HEART CHALKBOARD ,2011-11-03,29.0
3330,NATURAL SLATE HEART CHALKBOARD ,2011-11-04,22.0
3331,NATURAL SLATE HEART CHALKBOARD ,2011-11-05,0.0
3332,NATURAL SLATE HEART CHALKBOARD ,2011-11-06,39.0
3333,NATURAL SLATE HEART CHALKBOARD ,2011-11-07,20.0
3334,NATURAL SLATE HEART CHALKBOARD ,2011-11-08,49.0
3335,NATURAL SLATE HEART CHALKBOARD ,2011-11-09,30.0
3336,NATURAL SLATE HEART CHALKBOARD ,2011-11-10,81.0
3337,NATURAL SLATE HEART CHALKBOARD ,2011-11-11,26.0
3338,NATURAL SLATE HEART CHALKBOARD ,2011-11-12,0.0
3339,NATURAL SLATE HEART CHALKBOARD ,2011-11-13,27.0
3340,NATURAL SLATE HEART CHALKBOARD ,2011-11-14,25.0
3341,NATURAL SLATE HEART CHALKBOARD ,2011-11-15,39.0
3342,NATURAL SLATE HEART CHALKBOARD ,2011-11-16,31.0
3343,NATURAL SLATE HEART CHALKBOARD ,2011-11-17,22.0
3344,NATURAL SLATE HEART CHALKBOARD ,2011-11-18,39.0
3345,NATURAL SLATE HEART CHALKBOARD ,2011-11-19,0.0
3346,NATURAL SLATE HEART CHALKBOARD ,2011-11-20,5.0
3347,NATURAL SLATE HEART CHALKBOARD ,2011-11-21,6.0
3348,NATURAL SLATE HEART CHALKBOARD ,2011-11-22,15.0
3349,NATURAL SLATE HEART CHALKBOARD ,2011-11-23,23.0
3350,NATURAL SLATE HEART CHALKBOARD ,2011-11-24,54.0
